book_id,isbn,isbn13,authors,original_publication_year,original_title,title,average_rating
8506,441010288,9780441010290,T.A. Barron,1996,The Lost Years of Merlin,"The Lost Years (The Lost Years of Merlin, #1)",3.97
8507,778325644,9780778325640,Maria V. Snyder,2009,Storm Glass,"Storm Glass (Glass, #1)",3.95
8508,014118616X,9780141186160,"Iris Murdoch, Mary Kinzie",1978,"The Sea, the Sea","The Sea, the Sea",3.9
8510,689857977,9780689857970,Margaret Peterson Haddix,2005,"Among the Enemy (Shadow Children, #6)","Among the Enemy (Shadow Children, #6)",4.16
8513,670032085,9780670032080,Dave Ramsey,1992,Financial Peace Revisited,Financial Peace Revisited,4.31
8514,671888587,9780671888590,Mary Higgins Clark,1993,I'll Be Seeing You,I'll Be Seeing You,3.79
8516,140280464,9780140280460,Ruth Ozeki,1998,My Year of Meats,My Year of Meats,3.93
8517,446696161,9780446696170,Octavia E. Butler,2005,Fledgling,Fledgling,3.9
8519,385337388,9780385337380,"Samuel Shem, John Updike",1978,The House of God,The House of God,3.95
8521,439874025,9780439874020,Pam Muñoz Ryan,2015,Echo,Echo,4.36
8522,039953346X,9780399533460,Keri Smith,2007,Wreck This Journal,Wreck This Journal,4.19
8523,60007761,9780060007770,"Aleksandr Solzhenitsyn, Edward E. Ericson Jr.",1973,"Архипелаг ГУЛАГ, 1918-1956",The Gulag Archipelago 1918-1956,4.15
8524,874778883,9780874778880,Heinrich Harrer,1952,Sieben Jahre in Tibet,Seven Years in Tibet,4.05
8525,307270742,9780307270740,J. Courtney Sullivan,2009,Commencement,Commencement ,3.36
8526,439395623,9780439395620,Suzanne Weyn,2004,The Bar Code Tattoo (Point Thriller),"The Bar Code Tattoo (Bar Code, #1)",3.55
8527,1451649916,9781451649920,Kresley Cole,2013,MacRieve,"MacRieve (Immortals After Dark, #14)",4.3
8528,446546313,9780446546320,Larry Levin,2009,Oogy: The Dog Only a Family Could Love,Oogy: The Dog Only a Family Could Love,4.04
8529,037572737X,9780375727380,James Ellroy,1995,American Tabloid,"American Tabloid (Underworld USA, #1)",4.21
8530,1442408626,9781442408620,Thomas E. Sniegoski,2010,"The Fallen and Leviathan (The Fallen, #1-2)","The Fallen and Leviathan (The Fallen, #1-2)",3.74
8531,345419391,9780345419390,Anne McCaffrey,1989,The Renegades of Pern,"The Renegades of Pern (Pern, #10)",3.84
8532,156005204,9780156005200,"José Saramago, Giovanni Pontiero",1982,Memorial do Convento,Baltasar and Blimunda,3.9
8533,688044026,9780688044020,"Rose Levy Beranbaum, Maria Guarnaschelli, Vincent Lee, Manuela Paul, Dean G. Bornstein",1988,The Cake Bible,The Cake Bible,4.2
8534,1484709012,9781484709020,Robert  Beatty,2015,Serafina and the Black Cloak,"Serafina and the Black Cloak (Serafina, #1)",3.9
8535,1857239407,9781857239410,"Alan Dean Foster, George Lucas",1976,Star Wars: From the Adventures of Luke Skywalker,A New Hope  (Star Wars: Novelizations #4),4.07
8536,345498208,9780345498200,Nancy Thayer,2009,Summer House,Summer House,3.91
8537,1592400825,9781592400830,Sarah Turnbull,2003,Almost French: Love and a New Life in Paris,Almost French: Love and a New Life in Paris,3.68
8539,345476867,9780345476870,Anne Rice,1998,Pandora / Vittorio the Vampire (New Tales of the Vampires),Pandora / Vittorio the Vampire (New Tales of the Vampires),4.03
8540,61728934,9780061728940,Candace Bushnell,2011,Summer and the City,"Summer and the City (The Carrie Diaries, #2)",3.63
8541,1410400964,9781410400960,Jeffery Deaver,2002,The Stone Monkey,"The Stone Monkey (Lincoln Rhyme, #4)",3.94
8542,042520426X,9780425204270,J.D. Robb,2005,Origin in Death,"Origin in Death (In Death, #21)",4.34
8543,689849230,9780689849240,Angela Johnson,2003,The First Part Last,"The First Part Last (Heaven, #2)",3.96
8544,307459659,9780307459660,"Christopher Chabris, Daniel Simons",2010,The Invisible Gorilla,The Invisible Gorilla: And Other Ways Our Intuitions Deceive Us,3.88
8545,055358359X,9780553583600,Tami Hoag,2006,Prior Bad Acts,"Prior Bad Acts (Kovac and Liska, #3)",4.07
8546,61131644,9780061131650,Erin Hunter,2007,Firestar's Quest,"Firestar's Quest (Warriors Super Edition, #1)",4.32
8547,385521723,9780385521730,Steve Toltz,2008,A Fraction of the Whole,A Fraction of the Whole,4.06
8548,763655996,9780763655990,Jon Klassen,2012,This is Not My Hat,This is Not My Hat,4.23
8549,761147489,9780761147480,Ramit Sethi,2009,I Will Teach You To Be Rich,I Will Teach You To Be Rich,4.04
8550,446580856,9780446580850,Nelson DeMille,2015,Radiant Angel,"Radiant Angel (John Corey, #7)",3.84
8552,84386874,9780842386880,"Karen Kingsbury, Gary Smalley",2004,Rejoice,"Rejoice (Redemption, #4)",4.45
8553,385530803,9780385530800,Michio Kaku,2011,Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100 ,Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100,3.98
8554,1423168232,9781423168230,Jennifer Lynn Barnes,2013,The Naturals,"The Naturals (The Naturals, #1)",4.16
8556,99459051,9780099459060,"Henning Mankell, Ebba Segerberg",1997,Brandvägg,"Firewall (Wallander, #8)",3.95
8557,081099478X,9780810994780,"Michael Buckley, Peter Ferguson",2008,Tales From the Hood,"Tales From the Hood (The Sisters Grimm, #6)",4.29
8558,316611689,9780316611690,"Charles Bernard Nordhoff, James Norman Hall",1932,Mutiny on the Bounty,"Mutiny on the Bounty (The Bounty Trilogy, #1)",3.97
8559,1931514941,9781931514940,Ken Akamatsu,1999,ラブひな #1,"Love Hina, Vol. 01",3.73
8560,075730334X,9780757303340,"William Arntz, Betsy Chasse, Mark Vicente",2005,What the Bleep Do We Know!?: Discovering the Endless Possibilities for Altering Your Everyday Reality,What the Bleep Do We Know!?: Discovering the Endless Possibilities for Altering Your Everyday Reality,4.25
8561,1612187005,9781612187010,Jeff Wheeler,2011,The Wretched of Muirwood,"The Wretched of Muirwood (Legends of Muirwood, #1)",3.97
8562,380753022,9780380753020,Johanna Lindsey,1990,Gentle Rogue,"Gentle Rogue (Malory-Anderson Family, #3)",4.23
8563,62429973,9780062429970,Terry Pratchett,2015,The Shepherd's Crown,"The Shepherd's Crown (Discworld, #41; Tiffany Aching, #5)",4.34
8564,192805622,9780192805620,"Elizabeth Gaskell, Shirley Foster",1848,Mary Barton,Mary Barton,3.7
8565,486424529,9780486424520,Joseph Conrad,1904,Nostromo: a Tale of the Seaboard,Nostromo,3.81
8566,758278438,9780758278430,Ellen Marie Wiseman,2012,The Plum Tree,The Plum Tree,4.02
8567,1421506289,9781421506290,"Tsugumi Ohba, Takeshi Obata",2005,デスノート #7 (Desu Nōto) Zero (零),"Death Note, Vol. 7: Zero (Death Note, #7)",4.41
8568,980003431,9780980003440,Michael J. Sullivan,2008,The Crown Conspiracy,"The Crown Conspiracy (The Riyria Revelations, #1)",4.15
8569,1250029880,9781250029880,Sherrilyn Kenyon,2013,Styxx,"Styxx (Dark-Hunter, #22)",4.58
8570,019280474X,9780192804750,"Honoré de Balzac, Sylvia Raphael, Christopher Prendergast",1833,Eugénie Grandet,Eugénie Grandet,3.79
8571,039458404X,9780394584040,"Marcella Hazan, Karin Kretschmann",1992,Essentials of Classic Italian Cooking,Essentials of Classic Italian Cooking,4.26
8572,312340710,9780312340710,"Arnaldur Indriðason, Bernard Scudder",2001,Grafarþögn,Silence of the Grave (Inspector Erlendur #4),3.94
8573,803737203,9780803737200,Jess Rothenberg,2012,The Catastrophic History of You and Me,The Catastrophic History of You and Me,4.04
8574,805090053,9780805090060,April Henry,2010,"Girl, Stolen","Girl, Stolen (Girl, Stolen #1)",3.99
8575,1590388003,9781590388010,Obert Skye,2007,"Leven Thumps and the Eyes of the Want (Leven Thumps, #3)","Leven Thumps and the Eyes of the Want (Leven Thumps, #3)",3.97
8577,1935618040,9781935618040,"Leah Wilson, Jennifer Lynn Barnes, Mary Borsellino, Sarah Rees Brennan, Terri  Clark, Bree Despain, Adrienne Kress, Sarah Darer Littman, Cara Lockwood, Elizabeth M. Rees, Carrie Ryan, Ned Vizzini, Lili Wilkinson, Blythe Woolston",2011,The girl who was on fire,The Girl Who Was on Fire: Your Favorite Authors on Suzanne Collins' Hunger Games Trilogy,4.28
8578,006444001X,9780064440010,"Russell Hoban, Lillian Hoban",1970,A Bargain for Frances,A Bargain for Frances,4.25
8579,399158820,9780399158830,J.D. Robb,2013,Calculated in Death,"Calculated in Death (In Death, #36)",4.23
8580,1555977073,9781555977080,Maggie Nelson,2015,The Argonauts,The Argonauts,3.99
8581,316005274,9780316005270,"Jann S. Wenner, Corey Seymour",2007,Gonzo: The Life of Hunter S. Thompson,Gonzo: The Life of Hunter S. Thompson,4.07
8582,374106681,9780374106680,Dominic Smith,2016,The Last Painting of Sara de Vos,The Last Painting of Sara de Vos,3.83
8584,758266944,9780758266940,Jennifer Estep,2011,Kiss of Frost,"Kiss of Frost (Mythos Academy, #2)",4.05
8585,439050235,9780439050230,David Shannon,2002,Duck On A Bike,Duck On A Bike,4.06
8586,1401341705,9781401341700,Margaret Leroy,2011,The Collaborator,The Soldier's Wife,3.88
8588,140097317,9780140097310,Paul Auster,1985,City of Glass,"City of Glass (The New York Trilogy, #1)",3.81
8589,850515025,9780850515020,Machado de Assis,1880,Memórias Póstumas de Brás Cubas,Memórias Póstumas de Brás Cubas,4.23
8590,61160881,9780061160880,Elizabeth  George,2010,This Body of Death,"This Body of Death (Inspector Lynley, #16)",4.01
8591,553262149,9780553262150,L.M. Montgomery,1925,Emily Climbs,"Emily Climbs (Emily, #2)",4.14
8592,446500046,9780446500040,Jacqueline Carey,2001,Kushiel's Mercy,"Kushiel's Mercy (Imriel's Trilogy, #3)",4.3
8594,765332000,9780765332000,Orson Scott Card,2011,Shadows in Flight,"Shadows in Flight (Ender's Shadow, #5)",3.76
8595,62289241,9780062289250,Ilona Andrews,2014,Burn For Me,"Burn for Me (Hidden Legacy, #1)",4.34
8596,743281640,9780743281640,Robert Crais,2008,Chasing Darkness,"Chasing Darkness (Elvis Cole, #12)",4.18
8597,810987880,9780810987880,Lauren Myracle,2004,"ttyl (Internet Girls, #1)","ttyl (Internet Girls, #1)",3.46
8598,312291450,9780312291460,Bruce Campbell,2001,If Chins Could Kill: Confessions of a B Movie Actor,If Chins Could Kill: Confessions of a B-Movie Actor,3.99
8599,1421515636,9781421515630,"Matsuri Hino, Tomo Kimura",2006,ヴァンパイア騎士 4,"Vampire Knight, Vol. 4 (Vampire Knight, #4)",4.31
8600,3499237709,9783499237710,"Denis Johnson, Bettina Abarbanell",2002,Train Dreams,Train Dreams,3.89
8601,62219685,9780062219690,Rolf Dobelli,2011,Die Kunst des klaren Denkens,The Art of Thinking Clearly,3.79
8602,152002650,9780152002660,Ellen Stoll Walsh,1989,Mouse Paint,Mouse Paint,4.15
8604,3822859710,9783822859710,Ulrich Bischoff,1990,Edvard Munch,Edvard Munch: 1863-1944 (Basic Art),4.07
8605,631227083,9780631227080,"Charles Harrison, Paul Wood",2002,"Art in Theory, 1900-2000: An Anthology of Changing Ideas",Art in Theory 1900 - 2000: An Anthology of Changing Ideas,3.94
8606,811879542,9780811879540,"Hervé Tullet, Christopher Franceschelli",2010,Un livre,Press Here,4.44
8607,340894334,9780340894330,Robert Muchamore,2005,The Killing (Cherub #4),"The Killing (Cherub, #4)",4.12
8608,752849190,9780752849200,Harlan Coben,1999,Darkest Fear,Darkest Fear (Myron Bolitar #7),4.03
8609,192723715,9780192723710,"Alfred Tennyson, Charles Keeping",1833,The Lady of Shalott,The Lady of Shalott,4.17
8610,689875460,9780689875460,Lisi Harrison,2005,"Revenge of the Wannabes (The Clique, #3)","Revenge of the Wannabes (The Clique, #3)",3.76
8611,019283617X,9780192836180,"Friedrich Nietzsche, Douglas Smith",1887,Zur Genealogie der Moral,On the Genealogy of Morals,4.1
8612,1563890526,9781563890530,"Jamie Delano, John Ridgway, Alfredo Alcalá",1988,"John Constantine, Hellblazer: Volume 1: Original Sins",Hellblazer: Original Sins,4.1
8615,749955910,9780749955920,J.D. Robb,2012,Celebrity in Death,"Celebrity in Death (In Death, #34)",4.28
8617,1585678449,9781585678440,"Walter Moers, John Brownjohn",1999,Die 13½ Leben des Käpt'n Blaubär ,"The 13½ Lives of Captain Bluebear (Zamonia, #1)",4.2
8618,140132937,9780679730020,Antonia Fraser,1992,The Wives of Henry VIII,The Wives of Henry VIII,4.15
8619,61998168,9780061998160,Shel Silverstein,2011,Every Thing On It,Every Thing on It,4.39
8620,394839730,9780394839740,Raymond Briggs,1978,The Snowman,The Snowman,4.28
8623,345379187,9780345379180,"Carl Sagan, Ann Druyan",1997,Billions and Billions: Thoughts on Life and Death at the Brink of the Millennium,Billions & Billions: Thoughts on Life and Death at the Brink of the Millennium,4.26
8624,399155988,9780399155990,John Sandford,2009,Rough Country,"Rough Country (Virgil Flowers, #3)",4.15
8625,449911934,9780449911940,John Updike,1971,Rabbit Redux,Rabbit Redux (Rabbit Angstrom #2),3.79
8626,60562250,9780060562250,Lemony Snicket,2002,Lemony Snicket: The Unauthorized Autobiography,Lemony Snicket: The Unauthorized Autobiography (A Series of Unfortunate Events companion),3.72
8627,330344951,9780330344950,Winston Graham,1945,Ross Poldark,"Ross Poldark (Poldark, #1)",4.11
8628,1250067847,9781250067840,Gregg Hurwitz,2016,Orphan X,"Orphan X (Orphan X, #1)",4.08
8630,1587672286,9781587672290,Stephen King,2010,Blockade Billy,Blockade Billy,3.4
8631,752858637,9780752858630,Robert Ludlum,1973,The Matlock Paper,The Matlock Paper,3.86
8632,1565125525,9781565125520,Roland Merullo,2007,Breakfast with Buddha,Breakfast with Buddha,3.82
8633,140449213,9780140449210,"Suetonius, Michael Grant, Robert Graves",119,De vita Caesarum ,The Twelve Caesars,4.05
8634,1627761314,9781627761310,"Ibraheem Abbas, إبراهيم عباس, Yasser Bahjatt",2013,حوجن,حوجن [Ḥawjan],3.75
8635,140294295,9780140294290,Bernard Cornwell,1988,Sharpe's Rifles,"Sharpe's Rifles (Sharpe, #6)",4.21
8636,345479335,9780345479330,R.A. Salvatore,1999,"Vector Prime (Star Wars: The New Jedi Order, #1)","Vector Prime (Star Wars: The New Jedi Order, #1)",3.79
8637,60519568,9780060519570,Scott Westerfeld,2005,"Touching Darkness (Midnighters, #2)","Touching Darkness (Midnighters, #2)",3.89
8638,1416593381,9781416593390,Lisa Lutz,2009,Revenge of the Spellmans,"Revenge of the Spellmans (The Spellmans, #3)",4.14
8640,61043494,9780061043500,Dorothy L. Sayers,1935,Gaudy Night,"Gaudy Night (Lord Peter Wimsey, #12)",4.26
8641,174348495X,9781743484950,C.S. Pacat,2016,Kings Rising,"Kings Rising (Captive Prince, #3)",4.5
8643,60082097,9780060082090,Philip Reeve,2001,Mortal Engines,"Mortal Engines (The Hungry City Chronicles, #1)",3.98
8644,1846058317,9781846058320,"James Patterson, Mark Pearson",2011,Private London,Private London (Private #4),3.75
8645,451463072,9780451463070,Faith Hunter,2010,Blood Cross,"Blood Cross (Jane Yellowrock, #2)",4.13
8647,394758250,9780394758250,Raymond Chandler,1943,The Lady in the Lake,"The Lady in the Lake (Philip Marlowe, #4)",4.07
8648,439673631,9780439673630,"Bernadette Rossetti-Shustak, Caroline Jayne Church",2005,I Love You Through And Through,I Love You Through and Through,4.39
8651,886778441,9780886778450,Tad Williams,1998,River of Blue Fire,"River of Blue Fire (Otherland, #2)",4.0
8652,786814179,9780786814180,"William Nicholson, Peter Sís",2000,The Wind Singer,"The Wind Singer (Wind on Fire, #1)",3.84
8653,156031612,9780156031620,Scarlett Thomas,2006,The End of Mr. Y.,The End of Mr. Y,3.79
8654,345501748,9780345501740,"Michael Chabon, Gary Gianni",2007,Gentlemen of the Road,Gentlemen of the Road,3.42
8655,316043001,9780316043010,"James Andrew Miller, Tom Shales",2011,Those Guys Have All the Fun: Inside the World of ESPN,Those Guys Have All the Fun: Inside the World of ESPN,3.69
8656,743484258,9780743484250,Daniel Wallace,1998,Big Fish: A Novel of Mythic Proportions,Big Fish,3.64
8657,425266869,9780425266860,Tammara Webber,2014,Breakable,"Breakable (Contours of the Heart, #2)",4.06
8658,62209841,9780062209850,Lisa O'Donnell,2012,The Death of Bees,The Death of Bees,3.81
8659,076790284X,9780767902850,Frances Mayes,1999,Bella Tuscany,Bella Tuscany,3.74
8660,451236718,9780451236720,Rachel Caine,2012,Black Dawn,"Black Dawn (The Morganville Vampires, #12)",4.26
8662,446610380,9780446610380,Octavia E. Butler,1998,Parable of the Talents,"Parable of the Talents (Earthseed, #2)",4.21
8663,1613778538,9781613778530,"Joe Hill, Gabriel Rodríguez",2014,"Locke & Key, Vol. 6: Alpha & Omega","Locke & Key, Vol. 6: Alpha & Omega",4.5
8666,618446877,9780618446870,Paul Theroux,2002,Dark Star Safari ,Dark Star Safari: Overland from Cairo to Cape Town,3.96
8667,345327861,9780345327860,Anne McCaffrey,1982,Crystal Singer,"Crystal Singer (Crystal Singer, #1)",4.07
8669,60283246,9780060283250,"Laura Joffe Numeroff, Felicia Bond",2008,If You Give a Cat a Cupcake,If You Give a Cat a Cupcake,4.2
8670,034551128X,9780345511290,James Luceno,2012,Star Wars: Darth Plagueis,Darth Plagueis,4.07
8671,006245496X,9780062454970,"Anderson Cooper, Gloria Vanderbilt",2016,"The Rainbow Comes and Goes: A Mother and Son On Life, Love, and Loss","The Rainbow Comes and Goes: A Mother and Son On Life, Love, and Loss",3.79
8672,316261246,9780316261240,Ben H. Winters,2016,Underground Airlines,Underground Airlines,3.88
8673,312359667,9780312359670,Ann Cleeves,2006,Raven Black,"Raven Black (Shetland Island, #1)",3.85
8674,1250002826,9781250002820,Sherrilyn Kenyon,2012,Infamous,"Infamous (Chronicles of Nick, #3)",4.36
8675,440220424,9780440220430,"Sarah L. Delany, A. Elizabeth Delany, Amy Hill Hearth",1993,Having Our Say: The Delany Sisters' First 100 Years,Having Our Say: The Delany Sisters' First 100 Years,4.14
8676,374299250,9780374299260,Richard Price,2008,Lush Life,Lush Life,3.69
8677,671038540,9780671038540,Peter Hedges,1991,What's Eating Gilbert Grape,What's Eating Gilbert Grape,4.1
8680,842386882,9780842386880,"Karen Kingsbury, Gary Smalley",2004,Reunion,"Reunion (Redemption, #5)",4.49
8681,055299877X,9780552998770,Armistead Maupin,1980,More Tales of the City,"More Tales of the City (Tales of the City, #2)",4.18
8682,140449442,9780140449440,"Émile Zola, Robin Buss",1867,Thérèse Raquin,Thérèse Raquin,3.71
8685,125011117X,9781250111170,Sarah Pinborough,2017,Behind Her Eyes,Behind Her Eyes,3.77
8686,486437507,9780486437510,"Robert W. Chambers, E.F. Bleiler",1895,The King in Yellow,The King in Yellow and Other Horror Stories,3.57
8687,393307611,9780393307610,Patrick O'Brian,1973,H.M.S. Surprise ,H.M.S. Surprise,4.42
8688,451163931,9780451163940,"Ayn Rand, Nathaniel Branden",1961,The Virtue of Selfishness: A New Concept of Egoism,The Virtue of Selfishness: A New Concept of Egoism,3.47
